targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
2,0,39,1,0.015825,0.00038263
1,0,39,0,0.0122,0.000438368
3,0,39,1,0.0100175,0.00021858
1,0,39,0,0.0096475,0.000138842
0,0,39,0,0.0095875,0.000139938
1,0,39,0,0.0086,0.000102784
1,0,39,0,0.0145075,0.00032196
1,0,39,0,0.00992,0.000139066
4,0,39,1,0.00894,0.000106963
1,0,39,0,0.009445,0.000130754
3,0,39,1,0.0101175,0.000165806
2,0,39,1,0.0089775,0.000119736
1,0,39,0,0.00971,0.000147952
2,0,39,1,0.013715,0.000276618
1,0,39,0,0.018585,0.000516456
1,0,39,0,0.018285,0.000479952
1,0,39,0,0.012425,0.000315216
3,0,39,1,0.0187075,0.00050977
1,0,39,0,0.0103025,0.000149265
1,0,39,0,0.01304,0.000250733
1,0,39,0,0.0157875,0.000388948
3,0,39,1,0.0111825,0.000165683
1,0,39,0,0.01166,0.000221621
3,0,39,1,0.01363,0.000326801
4,0,39,1,0.01184,0.000187995
1,0,39,0,0.01816,0.000536566
2,0,39,1,0.0157175,0.000372222
3,0,39,1,0.016305,0.000413423
0,0,39,0,0.01556,0.000373242
2,0,39,1,0.016975,0.000438585
2,0,39,1,0.01817,0.000480259
0,0,39,0,0.01467,0.000336702
0,0,39,0,0.0167625,0.000424945
0,0,39,0,0.01702,0.000462921
0,0,39,0,0.0172625,0.000435158
2,0,39,1,0.01562,0.000385054
0,1,36,0,0.0235162,0.00165024
2,0,39,1,0.0102875,0.000156854
1,0,39,0,0.0103175,0.000152139
1,0,39,0,0.0108225,0.000176892
1,0,39,0,0.014575,0.000349748
0,0,39,0,0.011335,0.000201196
2,0,39,1,0.01319,0.000308131
0,0,39,0,0.0111575,0.000193161
2,0,39,1,0.0091475,0.000106251
1,0,39,0,0.0081875,6.98153e-05
1,0,39,0,0.0094575,0.000108275
2,0,39,1,0.010345,0.000156086
2,0,39,1,0.0133125,0.000367167
2,0,39,1,0.01096,0.00018483
0,1,4,0,0.00848,7.4572e-05
0,0,39,0,0.00819,9.3378e-05
3,0,39,1,0.0089825,0.000105059
0,0,39,0,0.010395,0.000144051
0,0,39,0,0.0097575,0.000154597
1,0,39,0,0.010285,0.000174376
2,0,39,1,0.0077975,8.12588e-05
0,0,39,0,0.0073575,6.36023e-05
2,0,39,1,0.0083275,9.94158e-05
0,0,39,0,0.00763,8.20465e-05
1,0,39,0,0.0091825,0.000130147
2,0,39,1,0.009175,0.000136863
1,0,39,0,0.00974,0.000143233
1,0,39,0,0.01118,0.000193929
1,0,39,0,0.010215,0.000161115
1,0,39,0,0.0090625,0.000108213
2,0,39,1,0.011775,0.000225123
2,0,39,1,0.0085225,9.13342e-05
2,0,39,1,0.007645,6.0212e-05
1,0,39,0,0.00791,6.71905e-05
0,0,39,0,0.008655,7.53955e-05
0,0,39,0,0.008545,7.3643e-05
2,0,39,1,0.0081025,6.63902e-05
1,0,39,0,0.00886,7.89095e-05
0,0,39,0,0.0084775,7.28987e-05
2,0,39,1,0.009985,0.000125125
0,0,39,0,0.017395,0.000746507
1,0,39,0,0.0163475,0.000379515
2,0,39,1,0.009495,0.000128853
1,0,39,0,0.01376,0.000303928
2,0,39,1,0.0106125,0.000169543
0,0,39,0,0.011115,0.000191507
0,0,39,0,0.0119425,0.000208557
1,0,39,0,0.0118675,0.000219202
1,0,39,0,0.00966,0.000128225
0,0,39,0,0.00968,0.000124644
1,1,37,0,0.0100158,0.000151033
1,0,39,0,0.009945,0.000147511
1,0,39,0,0.008625,9.6603e-05
3,0,39,1,0.0086575,9.76237e-05
0,0,39,0,0.0085325,9.72903e-05
1,0,39,0,0.0089525,0.000114132
0,0,39,0,0.00886,0.000112646
1,0,39,0,0.0090625,0.000120485
0,0,39,0,0.00972,0.000142005
1,0,39,0,0.00864,0.000102224
1,0,39,0,0.0088675,0.00011308
0,0,39,0,0.0082425,8.45998e-05
0,0,39,0,0.008985,0.000116319
0,0,39,0,0.0086175,9.96608e-05
0,0,39,0,0.010295,0.00020601
1,0,39,0,0.011365,0.000208082
3,0,39,1,0.0093,0.00013014
0,0,39,0,0.0098625,0.000158374
3,0,39,1,0.0087325,0.000101175
2,0,39,1,0.008225,0.00010723
2,0,39,1,0.00895,0.000115333
1,0,39,0,0.0074925,7.20768e-05
1,0,39,0,0.00901,0.000131054
2,0,39,1,0.009875,0.000160299
0,0,39,0,0.00867,0.000110649
1,0,39,0,0.0116475,0.000291643
1,0,39,0,0.0096725,0.000146603
1,0,39,0,0.0088575,0.00011642
0,0,39,0,0.0094975,0.000136894
1,0,39,0,0.01053,0.000180232
2,0,39,1,0.00814,8.9943e-05
0,0,39,0,0.008085,9.1272e-05
0,1,7,0,0.00795,6.548e-05
1,0,39,0,0.00868,0.000100831
1,0,39,0,0.0087275,0.000111419
0,0,39,0,0.008215,8.2305e-05
1,0,39,0,0.0091,0.00011754
2,0,39,1,0.00979,0.000145266
2,0,39,1,0.0092125,0.000121179
1,0,39,0,0.01052,0.000169863
0,0,39,0,0.0101925,0.000157949
1,0,39,0,0.0103225,0.000159083
2,0,39,1,0.0082025,8.08532e-05
0,0,39,0,0.00847,9.8062e-05
2,0,39,1,0.00813,9.02485e-05
1,0,39,0,0.00867,0.000117251
1,0,39,0,0.0087575,0.000118598
2,0,39,1,0.0093575,0.000133754
1,0,39,0,0.0087025,0.000122733
2,0,39,1,0.007585,7.3069e-05
1,0,39,0,0.008445,0.00010655
0,0,39,0,0.008775,0.000113201
1,0,39,0,0.0108575,0.000192248
0,1,14,0,0.0144467,0.000300858
0,0,39,0,0.0126625,0.000249417
2,0,39,1,0.01294,0.000249884
1,0,39,0,0.01879,0.00047037
1,0,39,0,0.0105975,0.000159218
1,0,39,0,0.01154,0.000206126
1,0,39,0,0.0104575,0.000169235
1,0,39,0,0.012,0.000225012
0,0,39,0,0.0089675,0.000108637
4,0,39,1,0.00983,0.000141473
0,0,39,0,0.0093125,0.000117103
2,0,39,1,0.0096925,0.000102765
1,0,39,0,0.00992,0.000116534
1,0,39,0,0.009235,8.5608e-05
0,0,39,0,0.00844,7.3147e-05
2,0,39,1,0.0091075,8.39407e-05
0,0,39,0,0.0089875,8.19997e-05
1,0,39,0,0.95,35.345
0,0,39,0,0.0095575,9.34632e-05
1,0,39,0,0.0123975,0.00024633
1,0,39,0,0.0127125,0.000837101
1,0,39,0,0.01099,0.000128776
2,0,39,1,0.0110025,0.000121225
1,0,39,0,0.011635,0.000249353
0,0,39,0,0.008175,7.1983e-05
2,0,39,1,0.00748,5.7682e-05
0,0,39,0,0.01056,0.00018153
1,0,39,0,0.022175,0.000590681
1,0,39,0,0.0186525,0.000475381
1,0,39,0,0.0222125,0.000595185
1,0,39,0,0.0219,0.000685501
1,0,39,0,0.0224575,0.000615441
1,0,39,0,0.023435,0.00118729
3,0,39,1,0.02062,0.000532336
0,0,39,0,0.018835,0.000473197
0,0,39,0,0.0220275,0.000598942
3,0,39,1,0.0214675,0.000581091
2,0,39,1,0.0374875,0.00328418
1,0,39,0,0.020875,0.000550524
1,0,39,0,0.0195025,0.000503681
1,0,39,0,0.02103,0.000564527
0,0,39,0,0.0174575,0.000628188
2,0,39,1,0.016345,0.00038657
1,0,39,0,0.0240525,0.000958685
1,0,39,0,0.020925,0.000551813
2,0,39,1,0.0179325,0.000433685
1,0,39,0,0.0137625,0.000298374
1,0,39,0,0.0093025,0.000124533
0,0,39,0,0.0094475,0.000117516
0,0,39,0,0.010555,0.000149329
3,0,39,1,0.010295,0.000151849
1,0,39,0,0.0175725,0.000440537
1,0,39,0,0.01818,0.000442725
0,0,39,0,0.0190825,0.000488028
1,0,39,0,0.0252025,0.00120731
2,0,39,1,0.011975,0.000208931
2,0,39,1,0.01203,0.000209408
0,0,39,0,0.0115175,0.000172076
3,0,39,1,0.0166825,0.000534874
0,0,39,0,0.009195,0.000105831
1,0,39,0,0.0107425,0.00017519
0,0,39,0,0.00969,0.000127573
1,0,39,0,0.01103,0.000192626
0,0,39,0,0.0108775,0.000185958
0,0,39,0,0.0102875,0.000150432
2,0,39,1,0.00848,8.6505e-05
1,0,39,0,0.0107975,0.000174003
1,0,39,0,0.0098675,0.00013923
2,0,39,1,0.0094275,0.000114287
1,0,39,0,0.0106,0.000154678
0,0,39,0,0.0089525,0.000100667
1,0,39,0,0.02052,0.000589479
0,0,39,0,0.0144225,0.000335226
3,0,39,1,0.013665,0.000297294
2,0,39,1,0.0123575,0.000239249
0,0,39,0,0.0105775,0.000171271
1,0,39,0,0.009255,0.000103214
2,0,39,1,0.0087,9.72855e-05
0,0,39,0,0.0094825,0.00012544
0,0,39,0,0.0107475,0.000182007
2,0,39,1,0.0080625,6.72628e-05
1,0,39,0,0.0122725,0.000346011
1,0,39,0,0.0102475,0.000133182
0,0,39,0,0.0102025,0.000154056
0,1,13,0,0.00802143,6.87164e-05
1,0,39,0,0.0103025,0.00012988
2,0,39,1,0.01019,0.000151425
1,0,39,0,0.0106225,0.000162635
1,0,39,0,0.0086025,8.99302e-05
1,0,39,0,0.010045,0.000134563
2,0,39,1,0.011045,0.000173484
0,0,39,0,0.009395,0.00011271
0,0,39,0,0.010235,0.000155754
2,0,39,1,0.010295,0.000171844
2,0,39,1,0.01042,0.00016474
0,0,39,0,0.0094225,0.000123799
1,0,39,0,0.0103025,0.000151065
2,0,39,1,0.011175,0.000181928
1,0,39,0,0.009495,0.000123222
0,0,39,0,0.0089925,8.25677e-05
1,0,39,0,0.00864,7.6745e-05
0,0,39,0,0.0101,0.000102799
0,0,39,0,0.00979,9.7056e-05
0,0,39,0,0.0097125,0.000101191
1,0,39,0,0.008915,8.27415e-05
1,0,39,0,0.009385,0.000120007
0,0,39,0,0.164902,0.972045
2,0,39,1,0.0093525,9.63933e-05
2,0,39,1,0.00924,9.9029e-05
1,1,26,0,0.00937037,9.56378e-05
1,0,39,0,0.014915,0.000873779
2,0,39,1,0.0105075,0.000124143
2,0,39,1,0.01046,0.000120891
1,0,39,0,0.0127175,0.000220093
1,0,39,0,0.0117675,0.000158091
2,0,39,1,0.01289,0.000213626
3,0,39,1,0.0132575,0.000193277
0,0,39,0,0.0126475,0.000166427
2,0,39,1,0.0124325,0.000169547
1,0,39,0,0.0132325,0.000439559
1,0,39,0,0.01455,0.000307622
2,0,39,1,0.015045,0.000316986
2,0,39,1,0.0128775,0.000203622
1,0,39,0,0.014215,0.000247429
2,0,39,1,0.015875,0.000333296
1,0,39,0,0.013615,0.00021678
1,0,39,0,0.01393,0.000219567
0,1,4,0,0.01412,0.000216908
0,0,39,0,0.0147875,0.00026455
0,0,39,0,0.0129175,0.000182288
0,0,39,0,0.013475,0.000199914
0,0,39,0,0.0144325,0.000330686
1,0,39,0,0.0142575,0.000220272
0,0,39,0,0.0128475,0.000175801
1,0,39,0,0.0142675,0.000252866
1,0,39,0,0.0134525,0.000207144
0,0,39,0,0.01175,0.000169723
1,0,39,0,0.01149,0.000144365
0,0,39,0,0.012265,0.000163503
0,0,39,0,0.013535,0.000196109
2,0,39,1,0.0140275,0.000211992
4,0,39,1,0.015925,0.000361111
2,0,39,1,0.01376,0.000216748
0,0,39,0,0.0142875,0.000249421
1,0,39,0,0.0161625,0.000356082
0,0,39,0,0.0146675,0.000242584
1,0,39,0,0.0161275,0.000322093
0,0,39,0,0.01489,0.000252586
1,0,39,0,0.0150875,0.000275606
1,0,39,0,0.014415,0.000240692
0,0,39,0,0.0130025,0.000180985
2,0,39,1,0.01349,0.000195714
2,0,39,1,0.01333,0.000194023
1,0,39,0,0.01395,0.000206129
1,0,39,0,0.0137425,0.000199472
0,0,39,0,0.01388,0.000202699
0,0,39,0,0.012615,0.000170854
0,0,39,0,0.0134475,0.000189359
1,0,39,0,0.0134075,0.000196086
2,0,39,1,0.0128125,0.000180907
1,0,39,0,0.0113,0.000141341
1,0,39,0,0.0123075,0.000161738
2,0,39,1,0.0116675,0.000209312
1,0,39,0,0.0119375,0.000151412
0,0,39,0,0.0124225,0.000163023
1,0,39,0,0.012445,0.000164103
2,0,39,1,0.0124075,0.000165025
1,0,39,0,0.01252,0.000174137
1,0,39,0,0.012495,0.000166088
2,0,39,1,0.0131025,0.000242465
0,1,2,0,0.0122,0.000153727
0,0,39,0,0.0116975,0.000146646
0,0,39,0,0.0122075,0.000159868
0,0,39,0,0.011705,0.000147355
0,0,39,0,0.0120025,0.000155117
1,0,39,0,0.0905975,0.201354
0,0,39,0,0.0145825,0.000277825
1,0,39,0,0.0128075,0.00021058
2,0,39,1,0.011845,0.000183994
0,0,39,0,0.0099775,0.000107217
2,0,39,1,0.01122,0.000173938
1,0,39,0,0.009315,9.6247e-05
1,0,39,0,0.010065,0.000113333
0,0,39,0,0.011515,0.000183595
3,0,39,1,0.0130425,0.000241686
0,0,39,0,0.01131,0.00013912
1,0,39,0,0.01194,0.000152473
0,0,39,0,0.0119225,0.000150847
3,0,39,1,0.01483,0.000301875
1,0,39,0,0.0150875,0.000227678
1,0,39,0,0.015765,0.000249204
1,0,39,0,0.0163475,0.000279652
1,0,39,0,0.0154175,0.000237772
2,0,39,1,0.0161475,0.000265781
1,0,39,0,0.0162675,0.000264679
1,0,39,0,0.0150475,0.000232301
1,0,39,0,0.015995,0.00034419
0,0,39,0,0.012065,0.000156776
1,0,39,0,0.0125725,0.00017081
2,0,39,1,0.013955,0.000212416
1,0,39,0,0.0138875,0.000207179
0,0,39,0,0.013025,0.000179262
0,0,39,0,0.013705,0.000244917
1,0,39,0,0.0133,0.000188652
0,0,39,0,0.013985,0.000210882
2,0,39,1,0.012545,0.000171477
0,0,39,0,0.01399,0.000211306
2,0,39,1,0.0132925,0.000188651
2,0,39,1,0.014675,0.000259169
1,0,39,0,0.0149975,0.00029632
1,0,39,0,0.0144425,0.000223261
2,0,39,1,0.0137275,0.000201588
1,0,39,0,0.013655,0.000201343
3,0,39,1,0.01344,0.000191674
2,0,39,1,0.013565,0.000198714
3,1,39,0,0.0140225,0.000205156
1,0,39,0,0.014215,0.000216364
0,0,39,0,0.01412,0.000210354
3,0,39,1,0.01501,0.000290408
0,0,39,0,0.084915,0.195899
0,0,39,0,0.0209925,0.000970655
1,0,39,0,0.0114425,0.000143331
1,0,39,0,0.0115875,0.000162665
2,0,39,1,0.0112425,0.000173641
0,0,39,0,0.0130675,0.000282076
1,0,39,0,0.012135,0.000248091
1,0,39,0,0.010835,0.000129364
2,0,39,1,0.014505,0.000344948
0,0,39,0,0.013165,0.000260589
1,0,39,0,0.012675,0.000204724
1,0,39,0,0.011135,0.000137026
0,0,39,0,0.01195,0.000152603
0,0,39,0,0.0121675,0.000191836
3,0,39,1,0.0117675,0.000145609
2,0,39,1,0.0134725,0.00025165
0,0,39,0,0.012095,0.000154846
1,0,39,0,0.013475,0.00023839
2,0,39,1,0.0124675,0.000164917
1,0,39,0,0.013155,0.000212497
0,1,11,0,0.013025,0.000293359
0,0,39,0,0.0126975,0.000172817
0,0,39,0,0.01195,0.000152522
1,0,39,0,0.01165,0.000147909
0,0,39,0,0.0124575,0.000163456
1,0,39,0,0.0129175,0.000186474
1,0,39,0,0.0127725,0.000206879
3,0,39,1,0.012915,0.000173673
2,0,39,1,0.0132725,0.000234968
1,0,39,0,0.012305,0.00016115
0,0,39,0,0.01166,0.000146134
0,0,39,0,0.0119625,0.000153658
1,0,39,0,0.0118225,0.000150693
0,0,39,0,0.012335,0.000161589
2,0,39,1,0.012145,0.000153574
1,0,39,0,0.0104825,0.000116759
1,0,39,0,0.011975,0.000186217
3,0,39,1,0.0172225,0.00102469
1,0,39,0,0.0135675,0.000222335
0,0,39,0,0.01174,0.000149395
1,0,39,0,0.0119575,0.000153542
1,0,39,0,0.0125525,0.000170764
0,0,39,0,0.011655,0.000147922
2,0,39,1,0.0134825,0.000189375
2,0,39,1,0.0129625,0.000178367
0,0,39,0,0.01325,0.00022642
2,0,39,1,0.0125575,0.000169118
1,0,39,0,0.012105,0.000157675
1,0,39,0,0.0158875,0.000430908
2,0,39,1,0.0134275,0.000206412
0,0,39,0,0.013385,0.000205389
2,0,39,1,0.0139175,0.000217688
2,0,39,1,0.01193,0.000174603
1,0,39,0,0.01071,0.000125178
0,0,39,0,0.0128025,0.00018336
0,0,39,0,0.01286,0.000179265
0,0,39,0,0.01232,0.000162386
0,0,39,0,0.012815,0.000172474
1,0,39,0,0.0140675,0.000237957
1,0,39,0,0.0134375,0.000235583
0,0,39,0,0.0129575,0.00017784
2,0,39,1,0.07982,0.188626
1,0,39,0,0.0148125,0.000439812
1,1,37,0,0.0119053,0.00017626
1,0,39,0,0.0109275,0.00012935
2,0,39,1,0.0102125,0.000116107
2,0,39,1,0.0099975,0.00010852
2,0,39,1,0.0123025,0.000257391
2,0,39,1,0.01126,0.00018119
2,0,39,1,0.0107975,0.000130104
2,0,39,1,0.0126925,0.000245001
0,0,39,0,0.0118275,0.000152227
1,0,39,0,0.01258,0.000166844
2,0,39,1,0.0126075,0.000199295
3,0,39,1,0.0130625,0.00018934
1,0,39,0,0.0130425,0.000181166
3,0,39,1,0.012455,0.000168331
0,0,39,0,0.012115,0.000157764
1,0,39,0,0.013055,0.000181408
1,0,39,0,0.012665,0.000172195
0,1,21,0,0.0121364,0.000159065
2,0,39,1,0.0124975,0.000173857
2,0,39,1,0.0131675,0.000184872
2,0,39,1,0.012585,0.00016745
1,0,39,0,0.0110225,0.000132286
0,1,13,0,0.0131286,0.000182637
3,0,39,1,0.01421,0.000246362
2,0,39,1,0.0132425,0.000232887
0,0,39,0,0.01313,0.000180916
0,0,39,0,0.012645,0.000182476
2,0,39,1,0.0140975,0.000242608
0,0,39,0,0.01375,0.000245767
0,0,39,0,0.0128825,0.000179144
3,0,39,1,0.0135975,0.000229263
3,0,39,1,0.0130175,0.000191936
0,0,39,0,0.015675,0.000353919
1,0,39,0,0.0131525,0.0002036
2,0,39,1,0.014515,0.000258414
2,0,39,1,0.0144875,0.000254453
0,0,39,0,0.0128525,0.000177097
1,0,39,0,0.0131225,0.000179553
1,0,39,0,0.0135275,0.000195412
2,0,39,1,0.0131975,0.000183672
1,0,39,0,0.0129475,0.000178434
2,0,39,1,0.0147875,0.000226552
3,0,39,1,0.017845,0.000431458
1,0,39,0,0.016215,0.000262985
0,0,39,0,0.0161875,0.00026216
3,0,39,1,0.0154325,0.000238207
2,0,39,1,0.0158275,0.000252548
1,0,39,0,0.0158325,0.000250728
2,0,39,1,0.0158275,0.000250536
1,0,39,0,0.623225,14.6037
3,0,39,1,0.01965,0.000488481
2,0,39,1,0.0164425,0.000321403
0,0,39,0,0.0169975,0.000319641
0,0,39,0,0.01711,0.000318969
1,0,39,0,0.015745,0.000309
0,0,39,0,0.0293975,0.000992861
1,0,39,0,0.017265,0.000376684
0,0,39,0,0.033355,0.00114203
2,0,39,1,0.0324875,0.00105556
3,0,39,1,0.032515,0.00105726
3,0,39,1,0.0143225,0.000331548
2,0,39,1,0.0116675,0.000147029
1,0,39,0,0.010865,0.000127421
1,0,39,0,0.00988,0.000105556
0,0,39,0,0.01145,0.000139901
3,0,39,1,0.012975,0.00017409
2,0,39,1,0.0119825,0.000152756
1,0,39,0,0.011605,0.000144341
1,0,39,0,0.0117725,0.000149161
3,0,39,1,0.011805,0.000145305
1,0,39,0,0.01157,0.00014197
2,0,39,1,0.0312725,0.000986122
0,0,39,0,0.0308375,0.000951075
3,0,39,1,0.03076,0.000946204
1,0,39,0,0.0308225,0.000950054
2,0,39,1,0.030795,0.000948356
0,0,39,0,0.0211375,0.000545855
0,0,39,0,0.01191,0.000149427
0,0,39,0,0.015315,0.0003529
1,0,39,0,0.0114125,0.000177169
1,0,39,0,0.014985,0.000306244
1,1,21,0,0.0116182,0.000146804
2,0,39,1,0.01031,0.000117148
2,0,39,1,0.0116375,0.000171954
4,0,39,1,0.01003,0.000119412
0,0,39,0,0.01024,0.000117069
1,0,39,0,0.009865,0.000109128
2,0,39,1,0.0187,0.000489439
2,0,39,1,0.011705,0.000159261
1,0,39,0,0.0147125,0.000279969
0,0,39,0,0.0121875,0.00017308
1,0,39,0,0.014255,0.00024549
0,0,39,0,0.0133525,0.000211973
1,0,39,0,0.0207475,0.000532883
2,0,39,1,0.022485,0.000610184
0,1,4,0,0.01842,0.000444122
1,1,15,0,0.01295,0.000205773
1,0,39,0,0.0130025,0.000195016
0,0,39,0,0.0137225,0.000321075
2,0,39,1,0.012545,0.0001665
2,0,39,1,0.0129675,0.00017435
0,0,39,0,0.0117425,0.00014764
2,0,39,1,0.0134475,0.00019492
2,0,39,1,0.0124225,0.00016601
2,0,39,1,0.012185,0.000157628
0,0,39,0,0.013395,0.000184244
1,0,39,0,0.0122825,0.000157605
1,0,39,0,0.0129075,0.000174578
1,0,39,0,0.0133675,0.000235668
0,0,39,0,0.012665,0.000185548
2,0,39,1,0.031345,0.00101656
2,0,39,1,0.0279975,0.000872118
0,0,39,0,0.012585,0.000186757
0,0,39,0,0.013055,0.000223015
1,0,39,0,0.0121175,0.000156233
1,0,39,0,0.01315,0.000180863
1,0,39,0,0.0152625,0.000373409
1,0,39,0,0.01241,0.000165828
1,0,39,0,0.01298,0.000179803
0,0,39,0,0.012015,0.000157278
1,0,39,0,0.03148,0.00101476
2,0,39,1,0.0142275,0.000207276
1,0,39,0,0.0159,0.000252846
0,0,39,0,0.01577,0.000248748
0,0,39,0,0.015775,0.000248897
1,0,39,0,0.0160825,0.000264996
3,0,39,1,0.0158175,0.000250395
1,0,39,0,0.0157325,0.000247563
2,0,39,1,0.0159275,0.000254774
0,0,39,0,0.02308,0.000604079
2,0,39,1,0.0220025,0.000590776
3,0,39,1,0.021295,0.000578029
0,0,39,0,0.0272575,0.000912169
0,0,39,0,0.02874,0.000869667
2,0,39,1,0.02266,0.000631249
0,0,39,0,0.0202475,0.000547847
1,0,39,0,0.017125,0.00041422
2,0,39,1,0.0116025,0.000180258
2,0,39,1,0.01998,0.000511981
1,0,39,0,0.03009,0.000994658
1,0,39,0,0.030715,0.000943429
2,0,39,1,0.0306825,0.000941432
1,0,39,0,0.024675,0.000707888
3,0,39,1,0.03081,0.000949315
2,0,39,1,0.03081,0.000949285
2,1,39,0,0.0307225,0.000944032
1,0,39,0,0.02916,0.000876706
0,0,39,0,0.027115,0.000796802
1,0,39,0,0.02284,0.000638679
2,0,39,1,0.0189,0.000481735
1,0,39,0,0.0180275,0.000441473
0,0,39,0,0.01642,0.000385686
0,0,39,0,0.024585,0.000754247
1,0,39,0,0.026915,0.000794844
1,0,39,0,0.02558,0.000747378
1,0,39,0,0.0225575,0.000616315
3,0,39,1,0.0166975,0.000387428
2,0,39,1,0.0306425,0.000939043
2,0,39,1,0.024115,0.000683984
1,0,39,0,0.0182575,0.000521132
2,0,39,1,0.02304,0.000629685
2,0,39,1,0.03083,0.000951426
0,0,39,0,0.02811,0.000845611
1,0,39,0,0.024495,0.000704409
1,0,39,0,0.0134525,0.000258128
0,0,39,0,0.0291875,0.000882213
0,0,39,0,0.02022,0.000600298
1,0,39,0,0.030625,0.000937934
1,0,39,0,0.0172425,0.000407486
0,0,39,0,0.0307725,0.000947101
1,0,39,0,0.0283975,0.000855344
1,0,39,0,0.0286375,0.000903178
3,0,39,1,0.0286475,0.000914232
1,0,39,0,0.030875,0.000954036
1,0,39,0,0.0306975,0.000942422
0,0,39,0,0.0307575,0.000946051
2,0,39,1,0.0307525,0.000977048
1,0,39,0,0.0212375,0.000572062
4,0,39,1,0.0244475,0.000711114
1,0,39,0,0.0231775,0.000708166
2,0,39,1,0.019385,0.000514827
1,0,39,0,0.031515,0.000993337
1,0,39,0,0.0315125,0.000993059
1,0,39,0,0.0309175,0.00098654
0,0,39,0,0.0299175,0.000947133
1,0,39,0,0.0311575,0.00107537
2,0,39,1,0.03209,0.00104068
1,0,39,0,0.0270175,0.00113095
0,0,39,0,0.029895,0.000933139
0,0,39,0,0.0239175,0.000731344
0,0,39,0,0.02688,0.00142204
1,0,39,0,0.029415,0.000945066
1,0,39,0,0.0247825,0.000709829
2,0,39,1,0.011995,0.000223728
3,0,39,1,0.007425,5.67895e-05
0,1,28,0,0.0106069,0.000181531
1,0,39,0,0.0156775,0.00041009
0,0,39,0,0.0108725,0.000214008
2,0,39,1,0.0307275,0.000944212
0,0,39,0,0.0293,0.000889638
1,0,39,0,0.0263375,0.000774271
1,0,39,0,0.015505,0.000367521
0,0,39,0,0.0100925,0.000150869
1,0,39,0,0.01399,0.000306362
3,0,39,1,0.0154875,0.000368254
1,0,39,0,0.020575,0.000577901
3,0,39,1,0.01788,0.000469096
2,0,39,1,0.011725,0.000219703
0,0,39,0,0.00769,7.4565e-05
2,0,39,1,0.009495,0.000119046
0,0,39,0,0.029215,0.000890825
0,0,39,0,0.0330375,0.00459582
0,0,39,0,0.06046,0.00668296
2,0,39,1,0.05239,0.00560455
1,0,39,0,0.025005,0.000899295
1,0,39,0,0.0342075,0.00262326
2,0,39,1,0.0223025,0.000725571
3,0,39,1,0.0131525,0.000261027
1,0,39,0,0.01903,0.000530816
2,0,39,1,0.0189425,0.000517802
1,0,39,0,0.0171,0.000433413
0,0,39,0,0.0171725,0.000464668
0,0,39,0,0.015875,0.000380113
1,0,39,0,0.0174225,0.000553342
1,0,39,0,0.018515,0.000493281
3,0,39,1,0.0263,0.000776092
2,0,39,1,0.02984,0.000965051
1,0,39,0,0.020345,0.000559281
2,0,39,1,0.0278325,0.00094234
3,0,39,1,0.0322525,0.00119907
1,0,39,0,0.028155,0.000911046
0,0,39,0,0.0328575,0.00113598
1,0,39,0,0.0284725,0.000924991
2,0,39,1,0.02499,0.000822702
2,0,39,1,0.0233425,0.00115399
0,0,39,0,0.012565,0.000249859
0,0,39,0,0.016325,0.00040352
2,0,39,1,0.01409,0.000311465
1,0,39,0,0.031295,0.00109144
1,0,39,0,0.0325775,0.00113583
1,0,39,0,0.0351975,0.00123905
1,0,39,0,0.030785,0.00118326
1,0,39,0,0.0343475,0.00123299
1,0,39,0,0.0368225,0.00136984
1,0,39,0,0.03547,0.00131183
0,0,39,0,0.0362325,0.00131299
1,0,39,0,0.027,0.00088264
1,0,39,0,0.0346425,0.00129994
1,0,39,0,0.0363125,0.00131874
1,0,39,0,0.034785,0.00127785
0,0,39,0,0.024195,0.000749632
3,0,39,1,0.0362225,0.00141633
1,0,39,0,0.0295925,0.00187561
0,0,39,0,0.025275,0.000834132
1,0,39,0,0.03127,0.0010869
1,0,39,0,0.0837425,0.140884
1,0,39,0,0.0205725,0.000577602
2,0,39,1,0.02226,0.000671329
1,0,39,0,0.01812,0.000483894
0,0,39,0,0.025845,0.000800961
1,0,39,0,0.0213525,0.000597672
2,0,39,1,0.0195375,0.00053328
0,0,39,0,0.0250175,0.000758245
2,0,39,1,0.021905,0.000618164
1,0,39,0,0.0219775,0.00064607
0,0,39,0,0.02635,0.000804391
0,0,39,0,0.0171675,0.000468656
2,0,39,1,0.01884,0.000495737
2,0,39,1,0.0185625,0.000498243
0,0,39,0,0.0175675,0.000445569
1,0,39,0,0.0143875,0.000327186
1,0,39,0,0.0176025,0.000435001
0,0,39,0,0.0226925,0.000642318
1,0,39,0,0.0260075,0.000790056
3,0,39,1,0.0140825,0.000315543
0,0,39,0,0.0214675,0.000685623
2,0,39,1,0.018085,0.000471068
0,0,39,0,0.02371,0.000711003
0,0,39,0,0.0189375,0.000533947
2,0,39,1,0.0195275,0.000552521
2,0,39,1,0.0110925,0.000181389
1,0,39,0,0.0133075,0.000269066
0,0,39,0,0.0120775,0.000267022
0,1,33,0,0.0238794,0.000857105
2,0,39,1,0.0280225,0.000903581
1,0,39,0,0.027925,0.000897488
0,0,39,0,0.03431,0.0011829
3,0,39,1,0.02166,0.000642368
0,0,39,0,0.0315875,0.0010605
