targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
0,0,39,0,0.0140375,0.000223594
0,0,39,0,0.0143925,0.000467009
0,0,39,0,0.0129125,0.000187014
0,0,39,0,0.0140275,0.000222144
0,0,39,0,0.01393,0.000201909
1,0,39,0,0.0126075,0.000192596
0,0,39,0,0.013165,0.000198191
2,0,39,1,0.0128775,0.000202884
0,0,39,0,0.0136675,0.000258594
1,0,39,0,0.012355,0.000157881
0,0,39,0,0.012335,0.000157095
0,0,39,0,0.0125975,0.000163985
0,0,39,0,0.008725,8.62655e-05
1,0,39,0,0.0120275,0.000173795
1,0,39,0,0.013045,0.000188927
0,0,39,0,0.012495,0.000162246
0,1,15,0,0.0124875,0.000162264
0,0,39,0,0.012085,0.000165778
2,1,30,0,0.0114806,0.00016011
2,0,39,1,0.057695,0.0843518
1,0,39,0,0.01186,0.000155814
0,0,39,0,0.0117625,0.000175268
0,0,39,0,0.014545,0.000575461
0,0,39,0,0.0120325,0.000193719
1,1,36,0,0.0108189,0.000126979
0,0,39,0,0.00991,0.000108318
0,0,39,0,0.0097975,0.000105952
0,0,39,0,0.00991,0.000121463
1,1,27,0,0.0135429,0.000192066
1,0,39,0,0.011945,0.000161318
2,0,39,1,0.0196725,0.000893741
1,0,39,0,0.0133175,0.000190942
0,0,39,0,0.0133825,0.000191205
1,0,39,0,0.01262,0.000164272
3,0,39,1,0.0130425,0.000177263
2,0,39,1,0.0134375,0.00020619
1,0,39,0,0.0142175,0.000208313
1,1,32,0,0.0146545,0.000310433
1,1,11,0,0.0120833,0.00014976
2,1,22,0,0.0115087,0.000146577
2,0,39,1,0.01426,0.000236405
1,0,39,0,0.0651675,0.128509
1,0,39,0,0.014125,0.000296644
1,0,39,0,0.0120775,0.000219527
0,0,39,0,0.011535,0.000245632
0,0,39,0,0.01001,0.000135621
0,1,11,0,0.0113083,0.000202302
3,0,39,1,0.0146925,0.000349637
0,0,39,0,0.017315,0.000434489
1,0,39,0,0.01761,0.000517195
2,1,39,0,0.0103825,0.000173863
2,0,39,1,0.011475,0.000227354
2,0,39,1,0.0098125,0.000157382
1,0,39,0,0.0113975,0.000212084
1,0,39,0,0.0102325,0.00018151
0,1,35,0,0.00904722,0.000127921
1,0,39,0,0.0095225,0.000131953
0,0,39,0,0.0085475,0.000106697
1,0,39,0,0.0107425,0.000189818
2,0,39,1,0.0102475,0.000183644
1,0,39,0,0.0101175,0.000139732
0,0,39,0,0.0180975,0.000538431
2,0,39,1,0.0155575,0.000376156
0,0,39,0,0.0246325,0.000817386
1,1,22,0,0.0212696,0.00078016
0,0,39,0,0.0244475,0.00103769
0,0,39,0,0.0129325,0.000270339
0,0,39,0,0.0140575,0.00030995
1,0,39,0,0.015155,0.000384702
2,0,39,1,0.01226,0.000236161
1,0,39,0,0.016175,0.000436642
1,0,39,0,0.0113075,0.000206051
0,0,39,0,0.0098775,0.000136938
0,0,39,0,0.010935,0.000179307
2,0,39,1,0.0102275,0.000162495
1,1,29,0,0.0106333,0.000164205
0,0,39,0,0.0141725,0.000327278
2,1,35,0,0.0131111,0.000287996
0,0,39,0,0.0110075,0.000183756
0,1,11,0,0.00898333,8.339e-05
1,0,39,0,0.0093075,0.000103382
0,1,21,0,0.00943182,0.000122744
0,0,39,0,0.010735,0.000185745
1,0,39,0,0.01045,0.000169174
0,0,39,0,0.0096375,0.00013156
3,0,39,1,0.0106275,0.000169283
1,0,39,0,0.0087425,0.000105727
0,0,39,0,0.01189,0.000314652
0,1,14,0,0.0101,0.000172599
2,0,39,1,0.011085,0.000193194
0,1,37,0,0.0162263,0.000395054
0,1,32,0,0.0172091,0.000405609
0,0,39,0,0.018295,0.000514115
1,0,39,0,0.0137725,0.000298754
0,0,39,0,0.0086225,9.96518e-05
1,0,39,0,0.014,0.000378189
0,1,19,0,0.11387,0.213655
0,0,39,0,0.0129425,0.000315705
0,0,39,0,0.0133125,0.000275693
0,0,39,0,0.0091225,0.000118735
0,0,39,0,0.008215,9.36015e-05
1,0,39,0,0.0092475,0.000129431
1,0,39,0,0.0097625,0.00015389
1,1,39,0,0.00969,0.000155584
0,1,22,0,0.00729565,5.53748e-05
0,0,39,0,0.007625,7.53385e-05
1,0,39,0,0.012355,0.00025401
4,0,39,1,0.010425,0.000167825
1,0,39,0,0.00753,7.10575e-05
0,0,39,0,0.0094075,0.000131943
0,0,39,0,0.0150625,0.000359692
0,0,39,0,0.0183625,0.000511769
2,0,39,1,0.01509,0.000364407
0,0,39,0,0.01147,0.000217736
1,1,22,0,0.0108957,0.000189883
1,0,39,0,0.010615,0.000175928
1,0,39,0,0.0078125,6.71523e-05
1,0,39,0,0.0094,0.000119611
0,0,39,0,0.0088775,0.000111579
0,0,39,0,0.009865,0.000167535
1,0,39,0,0.009175,0.000117112
1,1,36,0,0.00813784,8.59262e-05
0,0,39,0,0.0092825,0.000120775
1,0,39,0,0.0102875,0.000245225
0,0,39,0,0.00982,0.000133918
0,0,39,0,0.0120775,0.000227519
1,0,39,0,0.0098775,0.000150993
1,0,39,0,0.0133875,0.000291203
2,0,39,1,0.007815,7.8006e-05
0,1,15,0,0.0109687,0.000191079
3,1,33,0,0.00985,0.000135744
2,0,39,1,0.0154875,0.000364866
2,0,39,1,0.0082125,9.57963e-05
0,1,9,0,0.01117,0.000291239
1,0,39,0,0.0128425,0.000252608
3,1,30,0,0.014929,0.00032551
0,0,39,0,0.015015,0.00033151
0,0,39,0,0.01916,0.00054752
1,1,38,0,0.0143256,0.000311799
1,1,10,0,0.0240091,0.000678854
1,0,39,0,0.0146225,0.000322726
1,0,39,0,0.013825,0.000364292
1,0,39,0,0.013405,0.000299207
0,0,39,0,0.01646,0.000418815
2,0,39,1,0.0164175,0.000399919
1,0,39,0,0.0201225,0.000638992
1,0,39,0,0.0123925,0.000248197
2,0,39,1,0.017445,0.000428483
2,1,34,0,0.0109314,0.000196125
0,0,39,0,0.0129425,0.000265293
0,0,39,0,0.009035,0.000122453
2,1,12,0,0.0122846,0.00023677
1,0,39,0,0.0112875,0.000203649
1,0,39,0,0.01191,0.000213381
2,0,39,1,0.010955,0.000188006
0,0,39,0,0.010585,0.000177596
1,0,39,0,0.021545,0.000698457
0,0,39,0,0.01842,0.000535788
1,0,39,0,0.0106925,0.000207059
1,0,39,0,0.0093725,0.000135794
2,0,39,1,0.00743,7.11295e-05
1,0,39,0,0.0089375,0.000120962
1,0,39,0,0.0099975,0.000156737
1,1,6,0,0.0107143,0.000190934
1,0,39,0,0.00841,7.9893e-05
0,0,39,0,0.0079725,7.63718e-05
1,0,39,0,0.007975,7.83305e-05
0,0,39,0,0.012995,0.000400054
0,0,39,0,0.010925,0.000186154
1,0,39,0,0.0120875,0.000241508
1,0,39,0,0.0132675,0.000269447
1,0,39,0,0.010925,0.000199473
0,1,15,0,0.0131875,0.000289863
1,0,39,0,0.010705,0.000186111
0,0,39,0,0.0114375,0.000217027
1,0,39,0,0.0089675,0.000120516
1,1,27,0,0.010925,0.000192115
1,0,39,0,0.0171925,0.000598469
1,1,23,0,0.0120833,0.000240866
1,0,39,0,0.0099725,0.000142119
1,1,21,0,0.00889545,0.000132006
0,0,39,0,0.0113225,0.000224762
1,0,39,0,0.0104425,0.0001733
0,0,39,0,0.0098375,0.000172941
1,1,27,0,0.0112607,0.000211387
1,0,39,0,0.0096325,0.0001719
0,0,39,0,0.0099725,0.000170186
1,0,39,0,0.011455,0.000228624
0,0,39,0,0.0080125,9.25118e-05
1,0,39,0,0.0104425,0.000196995
0,0,39,0,0.009,0.000128848
0,0,39,0,0.0089925,0.000124458
1,0,39,0,0.00817,8.3952e-05
1,0,39,0,0.0082425,7.31623e-05
1,0,39,0,0.0081225,8.13048e-05
0,0,39,0,0.007765,6.26605e-05
3,0,39,1,0.009625,0.000220363
0,1,19,0,0.00787,6.4419e-05
1,0,39,0,0.008035,8.8627e-05
1,0,39,0,0.00713,5.26025e-05
0,1,12,0,0.00970769,0.000138766
0,1,15,0,0.00709375,5.10906e-05
0,0,39,0,0.008595,9.38185e-05
2,0,39,1,0.0108825,0.000176731
1,0,39,0,0.0088175,8.37193e-05
0,0,39,0,0.0080775,6.76668e-05
1,0,39,0,0.0101925,0.000129071
2,0,39,1,0.0134275,0.000422006
0,0,39,0,0.0112175,0.000184427
0,0,39,0,0.011645,0.000176758
1,0,39,0,0.0113475,0.000163467
2,1,16,0,0.0151529,0.000419208
0,0,39,0,0.0109325,0.000214527
0,0,39,0,0.00907,0.000100164
0,0,39,0,0.0105125,0.000201438
0,0,39,0,0.010595,0.000172102
0,0,39,0,0.012685,0.000234359
1,0,39,0,0.01404,0.000334122
0,0,39,0,0.01378,0.000290194
0,1,19,0,0.023315,0.000713455
0,0,39,0,0.015525,0.000378555
0,1,17,0,0.0143833,0.000331559
1,0,39,0,0.011915,0.000235275
0,0,39,0,0.0170125,0.000449709
0,1,25,0,0.0122692,0.000247728
0,1,18,0,0.0154526,0.000365897
0,0,39,0,0.0130875,0.000268121
1,0,39,0,0.017205,0.000492357
1,0,39,0,0.02394,0.00075184
1,0,39,0,0.0293575,0.00113574
0,0,39,0,0.01515,0.000369115
0,0,39,0,0.0127175,0.00026305
0,0,39,0,0.0104075,0.000175247
2,0,39,1,0.01365,0.000305498
1,0,39,0,0.01158,0.000197749
1,0,39,0,0.011975,0.000239566
0,0,39,0,0.011435,0.000203941
0,0,39,0,0.0196925,0.000670032
0,0,39,0,0.01239,0.000243513
0,0,39,0,0.0112075,0.000205093
0,0,39,0,0.012475,0.000243386
2,0,39,1,0.0156125,0.000360936
0,0,39,0,0.0124775,0.000257548
1,1,35,0,0.014975,0.00035225
1,1,23,0,0.0109125,0.000190871
1,1,36,0,0.0129838,0.000255933
0,0,39,0,0.012485,0.00026536
0,0,39,0,0.0104625,0.000158233
0,0,39,0,0.0105125,0.000168483
0,0,39,0,0.0132075,0.000327468
0,0,39,0,0.00941,0.000122308
0,0,39,0,0.0130625,0.000274987
1,0,39,0,0.0122125,0.000242327
0,0,39,0,0.0164975,0.000310752
0,0,39,0,0.0145675,0.000425094
1,1,27,0,0.0161893,0.000643707
0,0,39,0,0.0095425,0.000137012
2,0,39,1,0.0087425,0.000121268
1,1,14,0,0.0104,0.000173796
1,1,37,0,0.00920263,0.000122946
0,1,32,0,0.00757576,6.65479e-05
1,0,39,0,0.007775,7.97275e-05
0,0,39,0,0.0087,0.000126476
1,0,39,0,0.008055,9.3315e-05
0,0,39,0,0.0088,0.000167267
1,1,38,0,0.00774872,8.84026e-05
1,0,39,0,0.006775,4.8035e-05
0,0,39,0,0.0067175,4.69522e-05
0,1,27,0,0.00854643,0.000170752
0,0,39,0,0.0067325,4.79987e-05
0,0,39,0,0.008605,0.000102812
0,0,39,0,0.0074925,7.16217e-05
0,0,39,0,0.007675,8.7238e-05
0,0,39,0,0.0096675,0.000130837
1,0,39,0,0.0125375,0.000234329
1,0,39,0,0.0089875,0.000107896
0,0,39,0,0.0093075,0.000124213
0,0,39,0,0.00751,7.1382e-05
0,0,39,0,0.00813,8.50995e-05
0,0,39,0,0.0086975,0.000102716
1,0,39,0,0.0070475,5.13578e-05
2,0,39,1,0.009215,0.000137315
0,1,23,0,0.0082875,8.83496e-05
1,0,39,0,0.0078825,9.16168e-05
2,0,39,1,0.0065075,4.30807e-05
0,0,39,0,0.0085925,0.000102177
0,0,39,0,0.0074375,5.73218e-05
0,0,39,0,0.0092575,0.000133184
3,0,39,1,0.008165,0.000106832
0,0,39,0,0.00864,0.000114816
1,0,39,0,0.0086075,0.000113658
1,0,39,0,0.0065975,4.53898e-05
0,0,39,0,0.0094975,0.000204258
1,0,39,0,0.0093775,0.000136055
0,0,39,0,0.0106725,0.000211242
0,1,9,0,0.01342,0.000282606
0,0,39,0,0.01146,0.000185096
0,0,39,0,0.0130975,0.000315576
2,0,39,1,0.00775,7.1644e-05
1,1,6,0,0.0105857,0.000177661
0,0,39,0,0.009045,0.00012139
0,0,39,0,0.0090325,0.000131499
1,0,39,0,0.00807,9.17065e-05
1,0,39,0,0.00919,0.000136149
0,0,39,0,0.0070925,5.20158e-05
0,0,39,0,0.00804,8.8967e-05
2,0,39,1,0.008365,9.5047e-05
2,0,39,1,0.0116775,0.000241919
0,0,39,0,0.00696,6.12265e-05
1,0,39,0,0.00849,0.000105777
3,0,39,1,0.008225,0.000106397
0,0,39,0,0.0103375,0.000174419
0,0,39,0,0.00893,0.000131346
0,0,39,0,0.0088675,0.000131119
0,0,39,0,0.008575,0.000106615
1,0,39,0,0.0103375,0.000179485
0,0,39,0,0.011275,0.000183441
1,1,36,0,0.00985676,0.000159972
1,0,39,0,0.0091025,0.000127465
2,1,26,0,0.00937407,0.000127987
1,0,39,0,0.0098475,0.000148261
0,0,39,0,0.01077,0.000192479
0,0,39,0,0.0109925,0.00019277
1,1,28,0,0.0100517,0.000151831
1,0,39,0,0.009655,0.000125624
0,0,39,0,0.0119525,0.00020636
1,0,39,0,0.0148525,0.000341985
0,0,39,0,0.00933,0.000133567
0,0,39,0,0.012285,0.000243099
1,1,30,0,0.0107774,0.000193915
0,0,39,0,0.009565,0.000146155
2,0,39,1,0.0094725,0.000129653
1,0,39,0,0.015075,0.000368314
1,1,39,0,0.0106425,0.000189047
1,1,13,0,0.00872857,0.000122026
2,0,39,1,0.007135,5.4646e-05
0,0,39,0,0.0095475,0.000129312
1,0,39,0,0.0074125,5.64317e-05
1,0,39,0,0.007405,5.56365e-05
0,0,39,0,0.008865,0.000114639
0,1,12,0,3.54628,162.706
2,0,39,1,0.013475,0.000359673
1,0,39,0,0.00778,7.4867e-05
1,0,39,0,0.008,9.27205e-05
1,0,39,0,0.0086525,0.000109419
1,0,39,0,0.0122425,0.000241047
0,0,39,0,0.014045,0.000308569
1,0,39,0,0.018985,0.000490326
1,0,39,0,0.01241,0.000281229
1,0,39,0,0.015305,0.000375817
1,0,39,0,0.0139775,0.000341891
0,0,39,0,0.010005,0.000159496
1,0,39,0,0.0079475,6.80497e-05
0,0,39,0,0.01703,0.000452963
2,0,39,1,0.0111625,0.000208878
1,0,39,0,0.0104425,0.000220309
1,1,22,0,0.0100783,0.000143904
1,0,39,0,0.0085825,9.96518e-05
0,1,31,0,0.00681562,4.75297e-05
2,0,39,1,0.00719,6.649e-05
1,0,39,0,0.0086275,0.000101061
0,0,39,0,0.008075,9.31715e-05
3,0,39,1,0.0094425,0.000146209
0,1,26,0,0.00842593,0.000131143
1,0,39,0,0.011945,0.000308753
1,0,39,0,0.0124075,0.000272835
0,0,39,0,0.0195,0.000542126
0,0,39,0,0.023195,0.000758123
0,1,18,0,0.0165263,0.000410302
0,0,39,0,0.018285,0.000683655
1,0,39,0,0.0182825,0.000500915
1,1,31,0,0.0126688,0.000282967
0,0,39,0,0.0079875,9.29728e-05
0,0,39,0,0.0097725,0.000154799
0,1,16,0,0.0110118,0.000204169
1,1,30,0,0.00941935,0.000140555
1,0,39,0,0.012345,0.00024081
0,0,39,0,0.01375,0.000296192
1,0,39,0,0.011455,0.000222864
0,1,15,0,0.0110875,0.000280856
1,0,39,0,0.010785,0.000187931
0,0,39,0,0.0101625,0.000174327
0,0,39,0,0.009885,0.000163123
0,0,39,0,0.0116625,0.00030487
0,0,39,0,0.010955,0.000192123
1,0,39,0,0.0110375,0.000201514
1,0,39,0,0.008185,0.000106282
2,0,39,1,0.0083175,0.000103821
2,0,39,1,0.0094275,0.000144274
0,0,39,0,0.00892,0.000111451
1,0,39,0,0.011435,0.000309881
1,0,39,0,0.0112875,0.000287592
1,1,19,0,0.01126,0.000197041
1,1,32,0,0.00916364,0.00011877
0,0,39,0,0.0091025,0.000115768
0,0,39,0,0.0084875,9.17563e-05
0,0,39,0,0.0085,9.0105e-05
1,0,39,0,0.009575,0.000137881
1,0,39,0,0.0073325,5.57233e-05
2,0,39,1,0.01001,0.000165953
0,0,39,0,0.0096275,0.000135038
2,0,39,1,0.0103925,0.000181229
1,1,26,0,0.0092037,0.000134471
1,1,14,0,0.00991333,0.000144738
0,0,39,0,0.00934,0.000268943
0,0,39,0,0.00687,4.7676e-05
1,1,24,0,0.006928,4.98384e-05
0,0,39,0,0.007075,5.072e-05
1,0,39,0,0.007875,6.9123e-05
0,0,39,0,0.920377,33.2161
0,0,39,0,0.01781,0.000476462
1,0,39,0,0.0110725,0.000186586
1,0,39,0,0.0185975,0.000549554
0,0,39,0,0.0192025,0.000596256
2,0,39,1,0.0201975,0.000857158
1,0,39,0,0.025435,0.000902782
1,0,39,0,0.01426,0.000356754
1,0,39,0,0.01189,0.000227856
2,0,39,1,0.0115275,0.000207058
2,0,39,1,0.010815,0.000175855
1,0,39,0,0.060045,0.0927425
0,0,39,0,0.011885,0.000225067
0,0,39,0,0.0116175,0.000212407
2,1,32,0,0.0123455,0.000233942
2,0,39,1,0.01364,0.000289889
1,0,39,0,0.011335,0.000202581
0,0,39,0,0.017715,0.000455674
1,0,39,0,0.020455,0.000562528
1,0,39,0,0.0187725,0.00053392
0,0,39,0,0.027695,0.000860498
0,0,39,0,0.01313,0.000284907
1,0,39,0,0.01151,0.000218787
0,0,39,0,0.0082675,9.76613e-05
2,0,39,1,0.011035,0.000198351
0,0,39,0,0.01193,0.000247663
1,0,39,0,0.0100225,0.000163178
0,0,39,0,0.010225,0.000165453
0,0,39,0,0.0140025,0.000324998
1,0,39,0,0.0134525,0.000386329
2,0,39,1,0.0132675,0.000289674
0,0,39,0,0.009625,0.000148023
1,1,30,0,0.010229,0.000179205
2,0,39,1,0.010395,0.000158074
0,0,39,0,0.009245,0.000143028
2,0,39,1,0.0097775,0.000154987
2,1,32,0,0.0109545,0.000200687
1,1,31,0,0.012875,0.000313626
2,0,39,1,0.0161275,0.000425101
0,0,39,0,0.0100025,0.000165679
0,0,39,0,0.0094275,0.000138659
0,0,39,0,0.0090775,0.000122494
2,0,39,1,0.009485,0.000132274
0,0,39,0,0.0088825,0.000107865
2,0,39,1,0.0081675,7.88642e-05
0,1,23,0,0.014475,0.000344408
1,0,39,0,0.0179175,0.000546285
1,0,39,0,0.0142425,0.000318065
3,0,39,1,0.0096425,0.000124166
0,0,39,0,0.0131775,0.000285238
1,0,39,0,0.0153225,0.000361068
0,1,16,0,0.0150176,0.000351958
0,0,39,0,0.01155,0.000230089
0,0,39,0,0.0091875,0.000129802
0,1,21,0,0.00680455,4.72332e-05
0,0,39,0,0.017105,0.00043354
1,1,14,0,0.02064,0.000572948
1,1,29,0,0.01075,0.000180994
1,0,39,0,0.0166375,0.000434639
1,0,39,0,0.0071425,5.24563e-05
1,0,39,0,0.008515,0.000129138
1,0,39,0,0.00783,6.7032e-05
0,0,39,0,0.0091575,0.000120031
0,0,39,0,0.010715,0.000137983
0,0,39,0,0.0086075,8.28688e-05
0,0,39,0,0.0152825,0.000469423
1,0,39,0,0.0082725,8.17162e-05
1,0,39,0,0.00961,0.000146047
1,0,39,0,0.0212325,0.000667989
0,0,39,0,0.0613325,0.0765696
0,0,39,0,0.017515,0.000506704
1,0,39,0,0.019005,0.000686171
2,0,39,1,0.017485,0.000430881
0,0,39,0,0.0175525,0.000432118
0,0,39,0,0.0150225,0.000389599
1,0,39,0,0.02066,0.000609078
1,0,39,0,0.016195,0.000558459
0,1,14,0,0.0109533,0.000180579
1,0,39,0,0.008465,0.000102921
0,0,39,0,0.010985,0.00016262
0,0,39,0,0.0119125,0.000223175
0,0,39,0,0.0091325,0.000116983
0,0,39,0,0.0125075,0.000244231
0,0,39,0,0.024225,0.000698997
3,0,39,1,0.0195075,0.000543932
0,0,39,0,0.01355,0.000339587
0,0,39,0,0.011745,0.000225103
0,1,28,0,0.0101,0.000142555
0,0,39,0,0.0114175,0.000193368
0,0,39,0,0.014735,0.000335478
1,0,39,0,0.0087175,9.63342e-05
0,1,18,0,0.0120368,0.000234948
3,1,25,0,0.0112808,0.000213909
1,0,39,0,0.00954,0.000144101
1,0,39,0,0.009175,0.000141145
0,0,39,0,0.0094675,0.00014691
0,0,39,0,0.0098475,0.000149351
0,0,39,0,0.0116125,0.00033995
0,1,23,0,0.0261917,0.000823522
2,0,39,1,0.0195375,0.00054277
0,0,39,0,0.02548,0.00086281
0,0,39,0,0.0146625,0.000350581
2,0,39,1,0.0189225,0.000543949
1,1,35,0,0.0296139,0.00103578
0,0,39,0,0.0213825,0.000732149
0,0,39,0,0.013255,0.000280305
0,0,39,0,0.012705,0.000304736
2,0,39,1,0.010325,0.00015866
1,0,39,0,0.0113475,0.000207627
2,0,39,1,0.00953,0.000124366
0,0,39,0,0.0091125,0.000110925
0,0,39,0,0.0100875,0.000149011
1,0,39,0,0.009545,0.000135526
1,0,39,0,0.0100075,0.00015817
0,1,28,0,0.0117345,0.000313447
1,0,39,0,0.01317,0.000267979
0,1,11,0,0.0103,0.000145737
1,0,39,0,0.0106775,0.000178766
0,0,39,0,0.012885,0.000265539
1,0,39,0,0.0107375,0.000224478
0,0,39,0,0.00951,0.000137
0,0,39,0,0.01098,0.000181448
0,0,39,0,0.0212025,0.000747539
0,0,39,0,0.0183625,0.000542316
0,0,39,0,0.0091575,0.000111612
0,0,39,0,0.01885,0.000509324
1,0,39,0,0.029705,0.000971823
0,0,39,0,0.0170525,0.000520492
0,0,39,0,0.0097525,0.000145644
1,0,39,0,0.010345,0.000169048
0,0,39,0,0.010095,0.000160258
0,0,39,0,0.0105325,0.000175653
0,0,39,0,0.01067,0.000178821
0,0,39,0,0.01186,0.000204708
0,0,39,0,0.00897,8.74735e-05
2,1,13,0,0.0124357,0.000238126
1,0,39,0,0.058775,0.085767
0,1,14,0,0.01036,0.000115115
0,0,39,0,0.01169,0.000214943
1,0,39,0,0.00928,0.000130797
1,0,39,0,0.008175,8.3062e-05
0,0,39,0,0.008685,0.0001115
1,0,39,0,0.0104325,0.000169414
0,0,39,0,0.00941,0.00014219
1,0,39,0,0.00992,0.00015663
0,0,39,0,0.0097075,0.000146921
0,0,39,0,0.0097775,0.000146845
0,0,39,0,0.0087625,0.000109709
0,0,39,0,0.0184125,0.000538185
0,1,24,0,0.015296,0.000380355
0,0,39,0,0.010545,0.000187672
3,1,27,0,0.00928929,0.000127254
1,0,39,0,0.0103375,0.000148956
0,0,39,0,0.009995,0.0001523
1,0,39,0,0.01151,0.000213818
0,0,39,0,0.01015,0.000152937
1,0,39,0,0.0094575,0.000128954
0,0,39,0,0.0098425,0.00013993
0,1,34,0,0.0127286,0.000380271
1,0,39,0,0.0151775,0.000342772
0,0,39,0,0.01451,0.000325033
0,0,39,0,0.011805,0.000227015
1,0,39,0,0.012575,0.000240464
0,0,39,0,0.00909,0.000105462
1,1,21,0,0.00847727,7.60441e-05
1,1,22,0,0.0085913,7.70452e-05
0,0,39,0,0.014225,0.000356101
1,0,39,0,0.0088375,0.00010623
0,0,39,0,0.015545,0.00039286
1,0,39,0,0.0190275,0.00052503
1,1,36,0,0.0163514,0.00038317
1,1,26,0,0.0132519,0.000248839
0,0,39,0,0.0151325,0.000345584
1,0,39,0,0.00903,8.53425e-05
2,0,39,1,0.0083725,7.24802e-05
1,0,39,0,0.01079,0.00014098
0,0,39,0,0.00906,8.5557e-05
0,0,39,0,0.0094325,0.000107569
0,1,20,0,0.0133619,0.000305505
1,0,39,0,0.0108925,0.000174865
0,0,39,0,0.0135625,0.000433636
0,0,39,0,0.0083225,0.000101819
0,0,39,0,0.0087275,0.000103464
3,0,39,1,0.0085525,0.000103804
0,0,39,0,0.0081925,9.73348e-05
0,0,39,0,0.0109525,0.000201494
0,0,39,0,0.008085,9.4974e-05
1,0,39,0,0.0083825,9.59733e-05
0,1,12,0,0.0125846,0.000258635
3,1,31,0,0.00985,0.000194391
2,0,39,1,0.0166175,0.000404609
1,0,39,0,0.0080075,7.47048e-05
0,0,39,0,0.0085825,0.00011106
1,0,39,0,0.0090125,0.00012935
0,0,39,0,0.011985,0.000257681
0,1,11,0,0.00704167,5.11375e-05
0,0,39,0,0.0116525,0.000197917
0,0,39,0,0.012825,0.000304727
0,0,39,0,0.0082125,9.54263e-05
0,0,39,0,0.008635,0.000113058
0,0,39,0,0.00875,0.000113307
2,0,39,1,0.008905,0.00011539
2,1,24,0,0.011348,0.000308645
1,0,39,0,0.0109375,0.000197421
0,0,39,0,0.01002,0.000168104
0,0,39,0,0.00984,0.000181482
1,0,39,0,0.012645,0.000253914
1,0,39,0,0.009745,0.000142651
0,1,31,0,0.0102125,0.000158439
0,0,39,0,0.0092125,0.000136279
1,0,39,0,0.009825,0.000140612
1,0,39,0,0.0082575,9.42087e-05
1,0,39,0,0.0083975,9.71563e-05
1,0,39,0,0.0082825,0.000101358
0,0,39,0,0.009155,0.00013583
0,0,39,0,0.0080425,7.57388e-05
2,0,39,1,0.019735,0.00060654
2,0,39,1,0.0206375,0.000613445
0,0,39,0,0.0153375,0.000372111
1,0,39,0,0.0080725,8.90528e-05
2,1,35,0,0.0101667,0.000157473
0,1,21,0,0.00944545,0.000136819
0,0,39,0,0.0106,0.000187076
1,0,39,0,0.0107175,0.000175804
1,0,39,0,0.0118625,0.000240629
0,0,39,0,0.01291,0.000264129
1,0,39,0,0.0116475,0.00022247
1,1,37,0,0.0128263,0.000279185
1,0,39,0,0.0169125,0.000427971
1,0,39,0,0.018775,0.000492184
1,0,39,0,0.014755,0.000463203
1,0,39,0,0.01914,0.000790003
0,0,39,0,0.0163275,0.00041886
1,0,39,0,0.01878,0.000530459
0,0,39,0,0.01571,0.000457323
0,1,12,0,0.00875385,8.03262e-05
0,0,39,0,0.01033,0.000167725
1,0,39,0,0.0151575,0.000392134
0,0,39,0,0.0106175,0.000157672
1,0,39,0,0.0104125,0.000152972
0,0,39,0,0.0261275,0.00102591
0,1,31,0,0.0126719,0.000271145
1,0,39,0,0.0103375,0.000171672
1,0,39,0,0.0261875,0.00245458
2,0,39,1,0.02148,0.00084026
0,0,39,0,0.01903,0.000544546
0,0,39,0,0.013245,0.000275716
0,0,39,0,0.01749,0.00049127
2,0,39,1,0.0124875,0.000246055
0,0,39,0,0.0115525,0.000224063
0,0,39,0,0.0101125,0.000161991
2,0,39,1,0.0119,0.000223393
2,0,39,1,0.01682,0.00048715
1,0,39,0,0.01311,0.000263671
0,0,39,0,0.0124675,0.000260751
1,1,33,0,0.0113882,0.000238208
1,0,39,0,0.0177725,0.000474545
0,0,39,0,0.0173075,0.000494191
1,1,34,0,0.0193914,0.000580466
1,0,39,0,0.0152125,0.000361655
0,0,39,0,0.014755,0.000347943
0,0,39,0,0.0135875,0.000282989
0,1,15,0,0.0100062,0.000148052
0,0,39,0,0.009245,0.000119146
1,1,28,0,0.0117379,0.000199532
2,0,39,1,0.0093,0.000111755
0,0,39,0,0.00863,0.000110042
1,0,39,0,0.0115275,0.000210213
0,0,39,0,0.0104575,0.000158333
2,0,39,1,0.0103625,0.000163324
0,0,39,0,0.01006,0.00016515
1,0,39,0,0.0093775,0.000140824
1,0,39,0,0.00858,9.9848e-05
2,0,39,1,0.0085975,9.93643e-05
0,0,39,0,0.0109,0.000209284
0,0,39,0,0.00977,0.000149111
2,0,39,1,0.00779,8.1652e-05
2,0,39,1,0.0096975,0.000138148
2,0,39,1,0.0105225,0.000167925
1,0,39,0,0.00971,0.000144542
1,0,39,0,0.0115825,0.000219156
1,1,37,0,0.00929737,0.000107136
0,0,39,0,0.01191,0.00020809
0,0,39,0,0.0116525,0.000190788
2,1,19,0,0.011185,0.000186333
1,0,39,0,0.01006,0.000163907
0,0,39,0,0.009175,0.000117933
1,0,39,0,0.0115725,0.000211209
1,0,39,0,0.0121625,0.000234657
2,0,39,1,0.0143875,0.000387563
1,0,39,0,0.0108225,0.000184153
0,0,39,0,0.01107,0.000192334
2,0,39,1,0.0098,0.000120435
1,0,39,0,0.0120875,0.000210703
